pod index,Alastor,K8s_LeastAllocated,K8s_MostAllocated,K8s_RequestedToCapacityRatio
"631,0","0,785","0,761","0,761","0,738"
"632,0","0,804","0,780","0,756","0,756"
"633,0","0,800","0,775","0,750","0,750"
"634,0","0,800","0,775","0,750","0,750"
"635,0","0,780","0,756","0,756","0,756"
"636,0","0,775","0,750","0,750","0,750"
"637,0","0,775","0,750","0,775","0,775"
"638,0","0,769","0,743","0,794","0,769"
"639,0","0,775","0,750","0,800","0,775"
"640,0","0,780","0,756","0,804","0,780"
"641,0","0,785","0,761","0,809","0,785"
"642,0","0,790","0,767","0,790","0,767"
"643,0","0,809","0,785","0,809","0,785"
"644,0","0,833","0,809","0,809","0,785"
"645,0","0,837","0,813","0,813","0,790"
"646,0","0,860","0,837","0,837","0,813"
"647,0","0,857","0,833","0,833","0,809"
"648,0","0,857","0,833","0,833","0,785"
"649,0","0,860","0,837","0,813","0,767"
"650,0","0,880","0,833","0,833","0,761"
"651,0","0,883","0,837","0,813","0,767"
"652,0","0,875","0,825","0,800","0,750"
"653,0","0,850","0,800","0,800","0,750"
"654,0","0,853","0,804","0,780","0,756"
"655,0","0,853","0,804","0,780","0,780"
"656,0","0,853","0,804","0,756","0,756"
"657,0","0,829","0,780","0,756","0,756"
"658,0","0,833","0,785","0,761","0,761"
"659,0","0,829","0,780","0,780","0,780"
"660,0","0,853","0,804","0,804","0,804"
"661,0","0,829","0,780","0,780","0,780"
"662,0","0,825","0,775","0,775","0,775"
"663,0","0,829","0,780","0,780","0,780"
"664,0","0,829","0,780","0,756","0,780"
"665,0","0,829","0,780","0,731","0,756"
"666,0","0,825","0,775","0,725","0,725"
"667,0","0,846","0,794","0,717","0,717"
"668,0","0,850","0,800","0,725","0,725"
"669,0","0,825","0,800","0,700","0,725"
"670,0","0,825","0,800","0,725","0,750"
"671,0","0,815","0,789","0,763","0,763"
"672,0","0,820","0,794","0,769","0,769"
"673,0","0,846","0,820","0,769","0,769"
"674,0","0,871","0,846","0,794","0,794"
"675,0","0,875","0,850","0,800","0,800"
"676,0","0,878","0,853","0,804","0,804"
"677,0","0,880","0,857","0,809","0,809"
"678,0","0,880","0,857","0,809","0,809"
"679,0","0,902","0,878","0,829","0,829"
"680,0","0,897","0,897","0,820","0,820"
"681,0","0,921","0,921","0,842","0,815"
"682,0","0,921","0,921","0,842","0,815"
"683,0","0,918","0,918","0,864","0,837"
"684,0","0,918","0,918","0,864","0,837"
"685,0","0,918","0,918","0,864","0,837"
"686,0","0,916","0,916","0,861","0,833"
"687,0","0,914","0,914","0,857","0,828"
"688,0","0,914","0,914","0,857","0,857"
"689,0","0,914","0,914","0,857","0,857"
"690,0","0,885","0,914","0,857","0,857"
"691,0","0,885","0,914","0,857","0,857"
"692,0","0,888","0,916","0,861","0,861"
"693,0","0,891","0,918","0,864","0,864"
"694,0","0,868","0,894","0,868","0,842"
"695,0","0,868","0,894","0,868","0,842"
"696,0","0,842","0,894","0,842","0,842"
"697,0","0,846","0,897","0,820","0,846"
"698,0","0,871","0,923","0,846","0,871"
"699,0","0,891","0,945","0,837","0,864"
"700,0","0,891","0,945","0,837","0,864"
"701,0","0,888","0,916","0,833","0,861"
"702,0","0,888","0,916","0,861","0,888"
"703,0","0,891","0,891","0,837","0,891"
"704,0","0,894","0,894","0,842","0,894"
"705,0","0,897","0,897","0,846","0,897"
"706,0","0,900","0,875","0,825","0,875"
"707,0","0,902","0,878","0,829","0,878"
"708,0","0,904","0,880","0,833","0,857"
"709,0","0,883","0,860","0,837","0,860"
"710,0","0,883","0,860","0,837","0,860"
"711,0","0,883","0,860","0,813","0,860"
"712,0","0,863","0,863","0,795","0,840"
"713,0","0,860","0,860","0,790","0,837"
"714,0","0,860","0,883","0,813","0,837"
"715,0","0,840","0,863","0,795","0,840"
"716,0","0,837","0,860","0,813","0,860"
"717,0","0,837","0,860","0,790","0,837"
"718,0","0,809","0,857","0,785","0,809"
"719,0","0,813","0,837","0,767","0,790"
"720,0","0,804","0,829","0,731","0,780"
"721,0","0,800","0,825","0,750","0,825"
"722,0","0,846","0,820","0,769","0,846"
"723,0","0,820","0,820","0,769","0,846"
"724,0","0,825","0,825","0,775","0,850"
"725,0","0,850","0,850","0,800","0,850"
"726,0","0,850","0,850","0,800","0,850"
"727,0","0,853","0,853","0,804","0,853"
"728,0","0,871","0,846","0,820","0,871"
"729,0","0,875","0,850","0,825","0,875"
"730,0","0,878","0,853","0,829","0,878"
"731,0","0,875","0,850","0,825","0,850"
"732,0","0,875","0,850","0,800","0,825"
"733,0","0,878","0,853","0,804","0,829"
"734,0","0,853","0,829","0,780","0,804"
"735,0","0,857","0,833","0,785","0,785"
"736,0","0,880","0,833","0,785","0,785"
"737,0","0,860","0,837","0,767","0,790"
"738,0","0,860","0,837","0,767","0,790"
"739,0","0,860","0,837","0,767","0,790"
"740,0","0,863","0,840","0,750","0,772"
"741,0","0,857","0,857","0,761","0,785"
"742,0","0,860","0,837","0,767","0,790"
"743,0","0,863","0,818","0,750","0,795"
"744,0","0,844","0,800","0,733","0,777"
"745,0","0,844","0,800","0,733","0,777"
"746,0","0,840","0,795","0,727","0,772"
"747,0","0,840","0,795","0,727","0,772"
